Havaintoasema,Vuosi,Kuukausi,Päivä,Aika [Paikallinen aika],Ilman lämpötila keskiarvo [°C],Suhteellinen kosteus keskiarvo [%],Sademäärä keskiarvo [mm],Lumensyvyys keskiarvo [cm],Keskituulen nopeus keskiarvo [m/s]
Vantaa Helsinki-Vantaan lentoasema,2020,1,11,23:00,2.4,100,0.12,0.0,11.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,00:00,3.3,100,0.13,0.0,12.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,01:00,3.6,100,0.12,0.0,12.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,02:00,4.1,100,0.2,0.0,11.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,03:00,4.3,100,0.23,0.0,12
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,04:00,4.3,100,0.08,0.0,10.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,05:00,4.6,100,0.13,0.0,10.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,06:00,4.8,100,0.15,0.0,10
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,07:00,4.8,100,0.08,0.0,9.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,08:00,5.0,100,0.05,0.0,8.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,09:00,5.0,100,0.05,0.0,8.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,10:00,5.1,100,0.02,0.0,7.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,11:00,5.3,100,0.0,0.0,7.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,12:00,5.5,100,0.0,0.0,7
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,13:00,5.6,100,0.0,0.0,7.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,14:00,5.8,100,0.0,0.0,6.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,15:00,5.8,100,0.0,0.0,6.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,16:00,5.4,100,0.0,0.0,4.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,17:00,5.1,100,0.0,0.0,4.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,18:00,4.6,100,0.0,0.0,4.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,19:00,5.1,100,0.0,0.0,5.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,20:00,5.1,100,0.0,0.0,5.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,21:00,4.8,100,0.0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,22:00,4.3,99.9,0.0,0.0,6.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,12,23:00,3.9,99.4,0.0,0.0,5.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,00:00,3.6,98.8,0.0,0.0,6.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,01:00,2.9,98.2,0.0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,02:00,2.0,100,0.0,0.0,4.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,03:00,1.8,100,0.0,0.0,5.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,04:00,0.9,100,0.0,0.0,4
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,05:00,-0.5,100,0.0,0.0,2.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,06:00,-0.8,100,0.0,0.0,4
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,07:00,-0.4,100,0.0,0.0,4.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,08:00,-0.9,100,0.0,0.0,3.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,09:00,-0.6,100,0.0,0.0,3.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,10:00,0.2,100,0.0,0.0,4.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,11:00,1.0,100,0.0,0.0,5.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,12:00,1.1,100,0.0,0.0,4.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,13:00,1.4,98,0.0,0.0,5.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,14:00,1.3,97.8,0.0,0.0,4.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,15:00,1.2,96.6,0.0,0.0,4.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,16:00,0.8,98.6,0.0,0.0,4.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,17:00,0.8,98.8,0.0,0.0,4.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,18:00,1.1,97.8,0.0,0.0,4.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,19:00,1.1,98.9,0.0,0.0,4.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,20:00,1.2,97.8,0.0,0.0,4.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,21:00,1.4,97.1,0.0,0.0,4.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,22:00,1.2,98.8,0.0,0.0,4.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,13,23:00,1.5,98.6,0.0,0.0,5.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,00:00,1.6,99,0.0,0.0,5.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,01:00,1.7,97.8,0.0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,02:00,1.5,97.9,0.0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,03:00,2.0,95,0.0,0.0,6.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,04:00,2.4,92.4,0.0,0.0,5.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,05:00,2.5,89.8,0.0,0.0,6
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,06:00,2.3,91.2,0.0,0.0,5.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,07:00,2.1,92.8,0.0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,08:00,1.8,96.4,0.0,0.0,-
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,09:00,2.3,95.1,0.0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,10:00,2.4,93.4,0.0,0.0,3.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,11:00,2.7,94.2,0.0,0.0,3.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,12:00,3.5,94.8,0.0,0.0,6.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,13:00,3.5,93,0.0,0.0,7.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,14:00,3.4,94.9,0.0,0.0,8.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,15:00,3.5,96.8,0.0,0.0,8.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,16:00,3.6,93.7,0.0,0.0,9.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,17:00,3.6,91.3,0.0,0.0,10.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,18:00,3.2,92.1,0.0,0.0,10.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,19:00,3.0,94.3,0.0,0.0,10.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,20:00,2.7,98.7,0.13,0.0,10.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,21:00,2.5,100,0.38,0.0,10.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,22:00,2.6,100,0.18,0.0,11.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,14,23:00,2.7,100,0.05,0.0,11.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,00:00,3.3,100,0.05,0.0,10.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,01:00,4.2,100,0.0,0.0,8.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,02:00,4.7,100,0.0,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,03:00,4.9,100,0.0,0.0,6.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,04:00,4.9,100,0.0,0.0,7.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,05:00,5.0,99.9,0.0,0.0,8
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,06:00,5.3,99.1,0.0,0.0,9.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,07:00,5.0,100,0.02,0.0,8.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,08:00,4.6,100,0.17,0.0,8.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,09:00,5.0,100,0.33,0.0,10.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,10:00,5.2,100,0.48,0.0,11.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,11:00,5.4,100,0.32,0.0,10.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,12:00,6.1,100,0.15,0.0,11.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,13:00,6.7,100,0.0,0.0,12.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,14:00,7.0,100,0.02,0.0,11.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,15:00,7.2,100,0.02,0.0,10.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,16:00,7.2,100,0.05,0.0,10.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,17:00,7.1,100,0.13,0.0,9.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,18:00,7.0,100,0.07,0.0,8.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,19:00,7.4,100,0.0,0.0,9.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,20:00,7.1,98.1,0.0,0.0,8
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,21:00,6.5,95.2,0.0,0.0,7.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,22:00,6.1,92,0.0,0.0,6.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,15,23:00,5.5,91.2,0.0,0.0,5.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,00:00,5.1,93.4,0.0,0.0,4.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,01:00,5.1,96.2,0.0,0.0,4.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,02:00,5.2,98.8,0.0,0.0,4.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,03:00,5.3,97.7,0.0,0.0,4.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,04:00,5.4,89.4,0.0,0.0,5.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,05:00,5.2,84.7,0.0,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,06:00,4.6,89,0.0,0.0,7.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,07:00,4.1,93.7,0.0,0.0,6.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,08:00,4.0,95.8,0.0,0.0,6.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,09:00,3.7,98.5,0.0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,10:00,4.2,97.5,0.0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,11:00,4.9,92.6,0.0,0.0,6.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,12:00,4.8,95.9,0.02,0.0,6.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,13:00,4.5,100,0.03,0.0,5.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,14:00,4.8,99.8,0.0,0.0,5.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,15:00,5.3,96.3,0.0,0.0,4.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,16:00,5.3,95.2,0.0,0.0,5
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,17:00,5.2,95.2,0.0,0.0,5.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,18:00,5.0,97.5,0.0,0.0,4.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,19:00,4.7,100,0.0,0.0,4.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,20:00,4.4,100,0.0,0.0,5.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,21:00,4.9,98.3,0.0,0.0,5.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,22:00,4.1,99.7,0.0,0.0,4.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,16,23:00,4.0,99.8,0.0,0.0,5.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,00:00,3.7,100,0.0,0.0,5
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,01:00,3.0,100,0.0,0.0,3.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,02:00,2.1,100,0.0,0.0,3.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,03:00,1.9,100,0.0,0.0,3.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,04:00,1.6,100,0.0,0.0,3.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,05:00,1.7,100,0.0,0.0,3.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,06:00,2.3,100,0.0,0.0,4.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,07:00,2.3,100,0.0,0.0,3.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,08:00,1.9,100,0.0,0.0,4.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,09:00,2.1,100,0.0,0.0,4.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,10:00,2.4,100,0.0,0.0,4.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,11:00,3.2,100,0.0,0.0,4.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,12:00,3.8,100,0.0,0.0,5.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,13:00,4.3,99.8,0.0,0.0,6.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,14:00,4.7,99.3,0.0,0.0,6.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,15:00,4.9,96.9,0.0,0.0,7.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,16:00,4.6,94.7,0.0,0.0,6.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,17:00,4.4,98.2,0.0,0.0,5.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,18:00,4.7,100,0.0,0.0,6.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,19:00,4.7,100,0.0,0.0,8
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,20:00,4.6,100,0.0,0.0,7.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,21:00,4.6,100,0.0,0.0,7.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,22:00,4.7,100,0.0,0.0,7.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,17,23:00,4.6,100,0.0,0.0,7
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,00:00,4.6,100,0.0,0.0,6.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,01:00,4.7,100,0.0,0.0,6.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,02:00,4.5,100,0.0,0.0,6
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,03:00,4.3,100,0.0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,04:00,2.9,100,0.0,0.0,4.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,05:00,2.4,99.9,0.0,0.0,4.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,06:00,2.3,96.1,0.0,0.0,3.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,07:00,1.7,95.7,0.0,0.0,3.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,08:00,1.5,98.2,0.0,0.0,4.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,09:00,1.6,96.1,0.0,0.0,6.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,10:00,1.7,95.9,0.0,0.0,5.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,11:00,1.7,98.9,0.0,0.0,5.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,12:00,1.9,100,0.02,0.0,7
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,13:00,2.3,100,0.0,0.0,7
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,14:00,2.7,100,0.02,0.0,7.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,15:00,3.2,100,0.02,0.0,7.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,16:00,3.5,100,0.02,0.0,7
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,17:00,3.7,100,0.02,0.0,6.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,18:00,3.7,100,0.0,0.0,7.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,19:00,4.0,100,0.02,0.0,7.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,20:00,4.5,100,0.05,0.0,6.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,21:00,4.7,100,0.02,0.0,7.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,22:00,5.0,100,0.05,0.0,7.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,18,23:00,5.0,100,0.0,0.0,7.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,00:00,4.9,100,0.0,0.0,7.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,01:00,4.7,100,0.02,0.0,7.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,02:00,4.5,99.1,0.02,0.0,7.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,03:00,4.5,97,0.0,0.0,8.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,04:00,4.5,96.7,0.0,0.0,8.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,05:00,4.2,100,0.08,0.0,8.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,06:00,4.0,100,0.05,0.0,8
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,07:00,3.8,100,0.03,0.0,7.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,08:00,3.7,100,0.0,0.0,6.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,09:00,4.0,100,0.0,0.0,7.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,10:00,4.1,100,0.0,0.0,7.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,11:00,3.3,99.1,0.0,0.0,8.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,12:00,2.2,93.9,0.0,0.0,7.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,13:00,2.1,94.5,0.0,0.0,8.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,14:00,2.4,94.8,0.0,0.0,6.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,15:00,2.6,94.6,0.0,0.0,6.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,16:00,2.5,96.4,0.0,0.0,5
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,17:00,2.2,100,0.0,0.0,4.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,18:00,2.5,99.7,0.0,0.0,4.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,19:00,2.7,99.2,0.0,0.0,5.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,20:00,3.2,94.9,0.0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,21:00,3.3,93.9,0.0,0.0,5.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,22:00,3.4,94,0.0,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,19,23:00,3.4,93.4,0.0,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,00:00,3.6,91,0.0,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,01:00,3.5,91.5,0.0,0.0,6.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,02:00,3.4,92.3,0.0,0.0,6.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,03:00,3.4,91.6,0.0,0.0,6.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,04:00,3.4,93.6,0.0,0.0,7.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,05:00,3.3,92.9,0.0,0.0,7.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,06:00,3.2,92.1,0.0,0.0,5.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,07:00,2.6,93.8,0.0,0.0,4.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,08:00,1.9,95.4,0.0,0.0,4.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,09:00,1.3,94.2,0.0,0.0,5.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,10:00,0.7,96.1,0.0,0.0,4.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,11:00,1.3,88.1,0.0,0.0,4.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,12:00,2.1,81.3,0.0,0.0,5.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,13:00,2.9,70.9,0.0,0.0,6.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,14:00,3.3,71.8,0.0,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,15:00,3.2,-,0.0,0.0,6.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,16:00,3.2,-,0.0,0.0,6.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,17:00,3.3,88.3,0.0,0.0,6.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,18:00,3.0,91.1,0.0,0.0,6.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,19:00,2.6,94.8,0.0,0.0,5.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,20:00,2.4,95.8,0.0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,21:00,2.6,96,0.0,0.0,6.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,22:00,2.8,97.7,0.0,0.0,6.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,20,23:00,3.2,96.8,0.0,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,00:00,3.9,93.2,0.0,0.0,6.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,01:00,4.4,90.6,0.0,0.0,6.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,02:00,4.8,89.1,0.0,0.0,6.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,03:00,5.0,89.3,0.0,0.0,6.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,04:00,5.4,88.7,0.0,0.0,6.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,05:00,5.9,87.2,0.0,0.0,7.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,06:00,6.0,87.3,0.0,0.0,7.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,07:00,6.6,85.9,0.0,0.0,7.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,08:00,6.7,87.6,0.0,0.0,8.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,09:00,7.1,85.7,0.0,0.0,7.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,10:00,7.4,77,0.0,0.0,9.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,11:00,6.9,61.1,0.0,0.0,10.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,12:00,6.2,58.4,0.0,0.0,11
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,13:00,5.8,57,0.0,0.0,10.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,14:00,5.4,54.4,0.0,0.0,10
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,15:00,5.0,52.8,0.0,0.0,10.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,16:00,4.3,56.7,0.0,0.0,10.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,17:00,3.6,61.2,0.0,0.0,10
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,18:00,3.4,62.1,0.0,0.0,9.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,19:00,2.9,62.9,0.0,0.0,9.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,20:00,3.0,62,0.0,0.0,9.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,21:00,3.3,61.3,0.0,0.0,9.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,22:00,3.4,60,0.0,0.0,9
Vantaa Helsinki-Vantaan lentoasema,2020,1,21,23:00,3.5,60.6,0.0,0.0,8.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,00:00,3.5,61.7,0.0,0.0,9.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,01:00,3.4,61.8,0.0,0.0,10.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,02:00,3.2,62.8,0.0,0.0,9.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,03:00,2.8,65,0.0,0.0,9.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,04:00,2.6,65.4,0.0,0.0,8.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,05:00,2.4,66.3,0.0,0.0,9.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,06:00,1.3,83.1,0.0,0.0,9.8
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,07:00,0.3,91.8,0.0,0.0,8.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,08:00,-0.1,91.9,0.0,0.0,6.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,09:00,0.6,81,0.0,0.0,7.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,10:00,0.3,83.8,0.0,0.0,7
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,11:00,1.1,73.8,0.0,0.0,6.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,12:00,1.8,63.9,0.0,0.0,8
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,13:00,1.9,62,0.0,0.0,8.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,14:00,2.0,61.3,0.0,0.0,7.9
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,15:00,1.9,60,0.0,0.0,8.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,16:00,1.3,64.8,0.0,0.0,8.7
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,17:00,0.7,67.1,0.0,0.0,8.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,18:00,0.1,69.1,0.0,0.0,6.5
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,19:00,-0.4,72.1,0.0,0.0,5.2
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,20:00,-0.8,77.3,0.0,0.0,5.3
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,21:00,-1.0,79.9,0.0,0.0,6.1
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,22:00,-0.9,79.9,0.0,0.0,6.4
Vantaa Helsinki-Vantaan lentoasema,2020,1,22,23:00,-0.7,77.9,0.0,0.0,5.6
Vantaa Helsinki-Vantaan lentoasema,2020,1,23,00:00,-0.8,77.4,0.0,0.0,6.3
